"","Difference","camera","Species","value1","DOY1","value2","DOY2","value3","DOY3","value4","DOY4","AbundanceEarly","AbundanceLate","EarlySlope","LateSlope","EarlySlopeSTD","LateSlopeSTD","GaussianDOYEarly","GaussianDOYLate","Position","derivative","RelativeAbundance","DOY","FloweringPhotoStart","FloweringPhotoEnd","RelativeAbundanceX","PredictedAbundance"
"3730",NA,"cam11","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"3731",NA,"cam11","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,NA,NA,NA,NA
"3732",NA,"cam11","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,NA,NA,NA,NA
"3733",NA,"cam11","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL6",NA,NA,NA,NA,NA,NA,NA
"3734",NA,"cam11","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL7",NA,NA,NA,NA,NA,NA,NA
"3735",NA,"cam11","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL8",NA,NA,NA,NA,NA,NA,NA
"3736",NA,"cam11","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL9",NA,NA,NA,NA,NA,NA,NA
"3737",NA,"cam11","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL10",NA,NA,NA,NA,NA,NA,NA
"3738",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"3739",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"3740",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"3741",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"3742",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"3743",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"3744",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"3745",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE8",NA,NA,NA,NA,NA,NA,NA
"3746",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE9",NA,NA,NA,NA,NA,NA,NA
"3747",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE10",NA,NA,NA,NA,NA,NA,NA
"3748",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"3749",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"3750",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"3751",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,NA,NA,NA,NA
"3752",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,NA,NA,NA,NA
"3753",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL6",NA,NA,NA,NA,NA,NA,NA
"3754",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL7",NA,NA,NA,NA,NA,NA,NA
"3755",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL8",NA,NA,NA,NA,NA,NA,NA
"3756",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL9",NA,NA,NA,NA,NA,NA,NA
"3757",NA,"cam11","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL10",NA,NA,NA,NA,NA,NA,NA
"3758",NA,"cam17","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"3759",NA,"cam17","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"3760",NA,"cam17","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"3761",NA,"cam17","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"3762",NA,"cam17","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"3763",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYE6",NA,NA,115,23,1,NA,NA
"3764",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYE7",NA,NA,114,23,1,NA,NA
"3765",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYE8",NA,NA,113,23,1,NA,NA
"3766",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYE9",NA,NA,112,23,1,NA,NA
"3767",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYE10",NA,NA,111,23,1,NA,NA
"3768",NA,"cam17","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"3769",NA,"cam17","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"3770",NA,"cam17","Alchemilla_conjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"3771",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYL4",NA,NA,283,23,1,NA,NA
"3772",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYL5",NA,NA,284,23,1,NA,NA
"3773",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYL6",NA,NA,285,23,1,NA,NA
"3774",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYL7",NA,NA,286,23,1,NA,NA
"3775",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYL8",NA,NA,287,23,1,NA,NA
"3776",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYL9",NA,NA,288,23,1,NA,NA
"3777",NA,"cam11","Alchemilla_xanthochlora",1,121,1,127,2,278,1,279,1,1,0,-1,0,-1,5,7,"DOYL10",NA,NA,289,23,1,NA,NA
"3778",NA,"cam17","Alchemilla_xanthochlora",1,276,NA,NA,1,276,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,275,179,3,NA,NA
"3779",NA,"cam17","Alchemilla_xanthochlora",1,276,NA,NA,1,276,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,274,179,3,NA,NA
"3780",NA,"cam17","Alchemilla_xanthochlora",1,276,NA,NA,1,276,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,273,179,3,NA,NA
"3781",NA,"cam17","Alchemilla_xanthochlora",1,276,NA,NA,1,276,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,272,179,3,NA,NA
"3782",NA,"cam17","Alchemilla_xanthochlora",1,276,NA,NA,1,276,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,271,179,3,NA,NA
"3783",NA,"cam11","Anthyllis_vulneraria",1,198,1,199,1,262,1,264,1,1,0,0,0,0,5,5,"DOYE6",NA,NA,192,100,16,NA,NA
"3784",NA,"cam11","Anthyllis_vulneraria",1,198,1,199,1,262,1,264,1,1,0,0,0,0,5,5,"DOYE7",NA,NA,191,100,16,NA,NA
"3785",NA,"cam11","Anthyllis_vulneraria",1,198,1,199,1,262,1,264,1,1,0,0,0,0,5,5,"DOYE8",NA,NA,190,100,16,NA,NA
"3786",NA,"cam11","Anthyllis_vulneraria",1,198,1,199,1,262,1,264,1,1,0,0,0,0,5,5,"DOYE9",NA,NA,189,100,16,NA,NA
"3787",NA,"cam11","Anthyllis_vulneraria",1,198,1,199,1,262,1,264,1,1,0,0,0,0,5,5,"DOYE10",NA,NA,188,100,16,NA,NA
"3788",NA,"cam17","Alchemilla_xanthochlora",1,276,NA,NA,1,276,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,179,3,NA,NA
"3789",NA,"cam17","Alchemilla_xanthochlora",1,276,NA,NA,1,276,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,179,3,NA,NA
"3790",NA,"cam17","Alchemilla_xanthochlora",1,276,NA,NA,1,276,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,179,3,NA,NA
"3791",NA,"cam17","Alchemilla_xanthochlora",1,276,NA,NA,1,276,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,179,3,NA,NA
"3792",NA,"cam17","Alchemilla_xanthochlora",1,276,NA,NA,1,276,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,179,3,NA,NA
"3793",NA,"cam11","Anthyllis_vulneraria",1,198,1,199,1,262,1,264,1,1,0,0,0,0,5,5,"DOYL6",NA,NA,270,100,16,NA,NA
"3794",NA,"cam11","Anthyllis_vulneraria",1,198,1,199,1,262,1,264,1,1,0,0,0,0,5,5,"DOYL7",NA,NA,271,100,16,NA,NA
"3795",NA,"cam11","Anthyllis_vulneraria",1,198,1,199,1,262,1,264,1,1,0,0,0,0,5,5,"DOYL8",NA,NA,272,100,16,NA,NA
"3796",NA,"cam11","Anthyllis_vulneraria",1,198,1,199,1,262,1,264,1,1,0,0,0,0,5,5,"DOYL9",NA,NA,273,100,16,NA,NA
"3797",NA,"cam11","Anthyllis_vulneraria",1,198,1,199,1,262,1,264,1,1,0,0,0,0,5,5,"DOYL10",NA,NA,274,100,16,NA,NA
"3798",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"3799",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"3800",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"3801",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"3802",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"3803",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"3804",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"3805",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE8",NA,NA,NA,NA,NA,NA,NA
"3806",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE9",NA,NA,NA,NA,NA,NA,NA
"3807",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE10",NA,NA,NA,NA,NA,NA,NA
"3808",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"3809",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"3810",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"3811",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,NA,NA,NA,NA
"3812",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,NA,NA,NA,NA
"3813",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL6",NA,NA,NA,NA,NA,NA,NA
"3814",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL7",NA,NA,NA,NA,NA,NA,NA
"3815",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL8",NA,NA,NA,NA,NA,NA,NA
"3816",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL9",NA,NA,NA,NA,NA,NA,NA
"3817",NA,"cam11","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL10",NA,NA,NA,NA,NA,NA,NA
"3818",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"3819",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"3820",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"3821",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"3822",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"3823",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"3824",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"3825",NA,"cam11","Campanula_scheuchzeri",3,99,1,103,1,230,1,235,3,1,-0.5,0,-0.166666666666667,0,7,5,"DOYE8",NA,NA,91,1,45,NA,NA
"3826",NA,"cam11","Campanula_scheuchzeri",3,99,1,103,1,230,1,235,3,1,-0.5,0,-0.166666666666667,0,7,5,"DOYE9",NA,NA,90,1,45,NA,NA
"3827",NA,"cam11","Campanula_scheuchzeri",3,99,1,103,1,230,1,235,3,1,-0.5,0,-0.166666666666667,0,7,5,"DOYE10",NA,NA,89,1,45,NA,NA
"3828",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"3829",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"3830",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"3831",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,NA,NA,NA,NA
"3832",NA,"cam17","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,NA,NA,NA,NA
"3833",NA,"cam11","Campanula_scheuchzeri",3,99,1,103,1,230,1,235,3,1,-0.5,0,-0.166666666666667,0,7,5,"DOYL6",NA,NA,241,1,45,NA,NA
"3834",NA,"cam11","Campanula_scheuchzeri",3,99,1,103,1,230,1,235,3,1,-0.5,0,-0.166666666666667,0,7,5,"DOYL7",NA,NA,242,1,45,NA,NA
"3835",NA,"cam11","Campanula_scheuchzeri",3,99,1,103,1,230,1,235,3,1,-0.5,0,-0.166666666666667,0,7,5,"DOYL8",NA,NA,243,1,45,NA,NA
"3836",NA,"cam11","Campanula_scheuchzeri",3,99,1,103,1,230,1,235,3,1,-0.5,0,-0.166666666666667,0,7,5,"DOYL9",NA,NA,244,1,45,NA,NA
"3837",NA,"cam11","Campanula_scheuchzeri",3,99,1,103,1,230,1,235,3,1,-0.5,0,-0.166666666666667,0,7,5,"DOYL10",NA,NA,245,1,45,NA,NA
"3838",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"3839",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"3840",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"3841",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"3842",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"3843",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"3844",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"3845",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE8",NA,NA,NA,NA,NA,NA,NA
"3846",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE9",NA,NA,NA,NA,NA,NA,NA
"3847",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE10",NA,NA,NA,NA,NA,NA,NA
"3848",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"3849",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"3850",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"3851",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,NA,NA,NA,NA
"3852",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,NA,NA,NA,NA
"3853",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL6",NA,NA,NA,NA,NA,NA,NA
"3854",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL7",NA,NA,NA,NA,NA,NA,NA
"3855",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL8",NA,NA,NA,NA,NA,NA,NA
"3856",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL9",NA,NA,NA,NA,NA,NA,NA
"3857",NA,"cam11","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL10",NA,NA,NA,NA,NA,NA,NA
"3858",NA,"cam17","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"3859",NA,"cam17","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"3860",NA,"cam17","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"3861",NA,"cam17","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"3862",NA,"cam17","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"3863",NA,"cam11","Crocus_albiflorus",1,126,1,139,1,234,1,235,1,1,0,0,0,0,5,5,"DOYE6",NA,NA,120,28,45,NA,NA
"3864",NA,"cam11","Crocus_albiflorus",1,126,1,139,1,234,1,235,1,1,0,0,0,0,5,5,"DOYE7",NA,NA,119,28,45,NA,NA
"3865",NA,"cam11","Crocus_albiflorus",1,126,1,139,1,234,1,235,1,1,0,0,0,0,5,5,"DOYE8",NA,NA,118,28,45,NA,NA
"3866",NA,"cam11","Crocus_albiflorus",1,126,1,139,1,234,1,235,1,1,0,0,0,0,5,5,"DOYE9",NA,NA,117,28,45,NA,NA
"3867",NA,"cam11","Crocus_albiflorus",1,126,1,139,1,234,1,235,1,1,0,0,0,0,5,5,"DOYE10",NA,NA,116,28,45,NA,NA
"3868",NA,"cam17","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"3869",NA,"cam17","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"3870",NA,"cam17","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"3871",NA,"cam17","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,NA,NA,NA,NA
"3872",NA,"cam17","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,NA,NA,NA,NA
"3873",NA,"cam11","Crocus_albiflorus",1,126,1,139,1,234,1,235,1,1,0,0,0,0,5,5,"DOYL6",NA,NA,241,28,45,NA,NA
"3874",NA,"cam11","Crocus_albiflorus",1,126,1,139,1,234,1,235,1,1,0,0,0,0,5,5,"DOYL7",NA,NA,242,28,45,NA,NA
"3875",NA,"cam11","Crocus_albiflorus",1,126,1,139,1,234,1,235,1,1,0,0,0,0,5,5,"DOYL8",NA,NA,243,28,45,NA,NA
